Symbol,Accuracy
VIVIDHA,69.04315196998124
VLEGOV,51.85185185185185
VLSFINANCE,57.050092764378476
VMART,52.11009174311927
VOLTAMP,53.42624854819977
VOLTAS,51.02040816326531
VPRPL,60.0
VRLLOG,54.794520547945204
VSSL,50.25728987993139
VSTIND,50.927643784786646
VSTL,100.0
VSTTILLERS,51.515151515151516
VTL,47.07520891364902
WABAG,51.73978819969742
WALCHANNAG,55.246053853296196
WANBURY,54.739336492891
WEALTH,72.96511627906976
WEBELSOLAR,53.855421686746986
WEIZMANIND,57.938718662952645
WEL,62.22222222222222
WELCORP,57.14285714285714
WELENT,49.84293193717277
WELINV,70.5179282868526
WELSPUNLIV,53.43968095712861
WENDT,50.806451612903224
WESTLIFE,49.11504424778761
WEWIN,71.07142857142857
WHEELS,52.831940575673165
WHIRLPOOL,69.02985074626866
WILLAMAGOR,57.977736549165115
WINDLAS,48.031496062992126
WINDMACHIN,57.51633986928104
WINSOME,69.20222634508349
WIPL,55.718475073313776
WIPRO,48.97671136203247
WOCKPHARMA,52.96846011131725
WONDERLA,56.70103092783505
WORTH,56.289308176100626
WSI,65.32356532356532
WSTCSTPAPR,51.02040816326531
XCHANGING,55.437100213219615
XELPMOC,51.587301587301596
XPROINDIA,53.50966429298067
YASHO,38.46153846153847
YATHARTH,55.172413793103445
YATRA,50.0
YESBANK,52.33441910966341
YUKEN,46.400000000000006
ZAGGLE,54.54545454545454
ZEEL,46.14670380687094
ZEELEARN,54.75460122699386
ZEEMEDIA,56.67600373482726
ZENITHEXPO,71.68059424326833
ZENITHSTL,66.70673076923077
ZENSARTECH,52.92479108635098
ZENTEC,57.466063348416284
ZFCVINDIA,53.221288515406165
ZIMLAB,56.25
ZODIAC,52.46636771300448
ZODIACLOTH,56.73166202414113
ZOMATO,56.15384615384615
ZOTA,50.29585798816568
ZUARI,53.85996409335727
ZUARIIND,51.16063138347261
ZYDUSLIFE,50.377833753148614
ZYDUSWELL,51.34370579915134
